key,role,period,wins,matches
99,2,20-25,451688,519373
99,2,30-35,112578,872104
99,2,35-40,246506,199068
99,2,40+,16739,305226
54,4,0-15,23457,219240
54,4,15-20,109390,152516
54,4,20-25,102290,47081
54,4,30-35,75080,201341
54,4,35-40,55071,107510
54,4,40+,26840,53954
54,1,0-15,4026,10889
54,1,15-20,6979,16348
54,1,20-25,4479,16288
54,1,30-35,6126,9825
54,1,35-40,2728,582
54,1,40+,1167,3266
54,5,0-15,20823,42407
54,5,15-20,6925,13907
54,5,20-25,29020,58734
54,5,30-35,26790,1989
54,5,35-40,14319,13923
54,5,40+,6894,53199
54,3,0-15,375,1060
54,3,15-20,261,342
54,3,20-25,445,901
54,3,30-35,18,1073
54,3,35-40,300,101
54,3,40+,97,399
54,2,0-15,27347,40735
54,2,15-20,18236,34132
54,2,20-25,27719,59266
54,2,30-35,16819,12312
54,2,35-40,5568,58025
54,2,40+,9372,1829
90,4,0-15,7429,9672
90,4,15-20,3884,2916
90,4,20-25,6997,14427
90,4,30-35,4866,14096
90,4,35-40,1366,7962
90,4,40+,2144,4482
90,1,0-15,159,106
90,1,15-20,22,292
90,1,20-25,129,393
90,1,30-35,69,243
90,1,35-40,109,422
90,1,40+,67,21
90,5,0-15,113085,40782
90,5,15-20,76413,221566
90,5,20-25,31351,144446
90,5,30-35,121956,64081
90,5,35-40,19570,122584
90,5,40+,60986,229624
90,3,0-15,1537,2980
90,3,15-20,1552,3163
90,3,20-25,914,1954
90,3,30-35,904,1900
90,3,35-40,234,587
90,3,40+,36,87
90,2,0-15,1383,3214
90,2,15-20,2396,5128
90,2,20-25,2358,5232
90,2,30-35,400,1015
90,2,35-40,1506,3132
90,2,40+,856,1784
57,4,0-15,84048,191578
57,4,15-20,119782,166592
57,4,20-25,25660,228031
57,4,30-35,102502,54362
57,4,35-40,3072,93337
57,4,40+,50104,6678
57,1,0-15,21506,46844
57,1,15-20,35453,70501
57,1,20-25,35372,66904
57,1,30-35,6190,14595
57,1,35-40,19683,36295
57,1,40+,930,17533
57,5,0-15,2784,5261
57,5,15-20,1943,3863
57,5,20-25,2375,195
57,5,30-35,573,4446
57,5,35-40,83,1281
57,5,40+,1189,2145
57,3,0-15,565,1050
57,3,15-20,398,1058
57,3,20-25,114,1276
57,3,30-35,531,432
57,3,35-40,307,597
57,3,40+,14,210
57,2,0-15,74490,150871
57,2,15-20,99101,184024
57,2,20-25,109500,210197
57,2,30-35,24361,93003
57,2,35-40,23052,43555
57,2,40+,50307,50980
11,4,0-15,2057,4550
11,4,15-20,5568,16434
11,4,20-25,7053,12675
11,4,30-35,7738,14473
11,4,35-40,3820,7434
11,4,40+,1943,713
11,1,0-15,382619,638323
11,1,15-20,334315,729618
11,1,20-25,277865,168432
11,1,30-35,88070,529268
11,1,35-40,173054,330943
11,1,40+,12473,23672
11,5,0-15,3794,9678
11,5,15-20,2134,7871
11,5,20-25,4762,7988
11,5,30-35,4116,3013
11,5,35-40,1001,451
11,5,40+,1451,3836
11,3,0-15,637,1325
11,3,15-20,578,1085
11,3,20-25,434,427
11,3,30-35,353,338
11,3,35-40,179,70
11,3,40+,171,1090
11,2,0-15,373,1164
11,2,15-20,500,634
11,2,20-25,27,1283
11,2,30-35,515,1141
11,2,35-40,103,118
11,2,40+,298,457
21,4,0-15,1775,3943
21,4,15-20,1221,3113
21,4,20-25,1749,3829
21,4,30-35,1078,1047
21,4,35-40,671,2286
21,4,40+,377,201
21,1,0-15,97,313
21,1,15-20,62,170
21,1,20-25,47,55
21,1,30-35,128,367
21,1,35-40,100,408
21,1,40+,4,114
21,5,0-15,9394,20076
21,5,15-20,6305,4396
21,5,20-25,5339,13698
21,5,30-35,9228,19239
21,5,35-40,1901,11248
21,5,40+,3182,788
21,3,0-15,757144,1448388
21,3,15-20,843573,1565576
21,3,20-25,592261,338071
21,3,30-35,183038,793865
21,3,35-40,214792,1080404
21,3,40+,413231,414203
21,2,0-15,84871,179730
21,2,15-20,61838,127313
21,2,20-25,80319,43578
21,2,30-35,20491,175428
21,2,35-40,45527,100073
21,2,40+,26035,6965
62,4,0-15,9300,17980
62,4,15-20,37171,76451
62,4,20-25,25271,53124
62,4,30-35,7873,68934
62,4,35-40,34728,17013
62,4,40+,18841,2599
62,1,0-15,20682,113140
62,1,15-20,15678,40548
62,1,20-25,79274,35403
62,1,30-35,52504,165049
62,1,35-40,74750,151112
62,1,40+,41611,81900
62,5,0-15,3734,7716
62,5,15-20,5625,11150
62,5,20-25,1101,5437
62,5,30-35,2830,2403
62,5,35-40,1430,2703
62,5,40+,5293,10101
62,3,0-15,468,957
62,3,15-20,434,897
62,3,20-25,284,242
62,3,30-35,100,676
62,3,35-40,227,493
62,3,40+,19,249
62,2,0-15,580,1195
62,2,15-20,813,1890
62,2,20-25,1177,2639
62,2,30-35,1072,654
62,2,35-40,295,2253
62,2,40+,257,86
82,4,0-15,215778,413585
82,4,15-20,312622,595027
82,4,20-25,84876,166428
82,4,30-35,68426,131060
82,4,35-40,292284,558064
82,4,40+,10287,312240
82,1,0-15,27569,52353
82,1,15-20,34058,64985
82,1,20-25,9665,94139
82,1,30-35,53747,19431
82,1,35-40,50738,99292
82,1,40+,14607,28151
82,5,0-15,4869,9085
82,5,15-20,22880,41345
82,5,20-25,20766,37674
82,5,30-35,5525,29128
82,5,35-40,15865,1373
82,5,40+,704,10460
82,3,0-15,921,1839
82,3,15-20,929,1971
82,3,20-25,606,1378
82,3,30-35,27,82
82,3,35-40,172,481
82,3,40+,526,1085
82,2,0-15,335,911
82,2,15-20,983,2654
82,2,20-25,525,3427
82,2,30-35,1556,1084
82,2,35-40,1549,3675
82,2,40+,50,1846
25,4,0-15,2624,5411
25,4,15-20,2597,3928
25,4,20-25,1827,1307
25,4,30-35,566,3206
25,4,35-40,86,5544
25,4,40+,1578,254
25,1,0-15,8331,14112
25,1,15-20,11869,17795
25,1,20-25,2777,25163
25,1,30-35,12134,5968
25,1,35-40,438,25025
25,1,40+,6862,946
25,5,0-15,23490,45681
25,5,15-20,5166,32235
25,5,20-25,7610,9924
25,5,30-35,24447,15219
25,5,35-40,13533,26510
25,5,40+,16617,47286
25,3,0-15,1620,4634
25,3,15-20,2851,6087
25,3,20-25,1889,2085
25,3,30-35,2562,6047
25,3,35-40,494,3887
25,3,40+,1206,774
25,2,0-15,252416,478741
25,2,15-20,361544,702394
25,2,20-25,112358,681701
25,2,30-35,346239,150276
25,2,35-40,80301,222966
25,2,40+,198594,393876
267,4,0-15,49,177
267,4,15-20,64,99
267,4,20-25,45,28
267,4,30-35,69,85
267,4,35-40,16,141
267,4,40+,1,175
267,1,0-15,8,47
267,1,15-20,8,60
267,1,20-25,7,22
267,1,30-35,11,43
267,1,35-40,5,10
267,1,40+,1,46
267,5,0-15,146,42
267,5,15-20,92,142
267,5,20-25,82,327
267,5,30-35,158,304
267,5,35-40,39,402
267,5,40+,37,177
267,3,0-15,136,419
267,3,15-20,86,290
267,3,20-25,47,229
267,3,30-35,86,410
267,3,35-40,155,182
267,3,40+,19,353
267,2,0-15,208164,269824
267,2,15-20,42272,360382
267,2,20-25,141628,401997
267,2,30-35,183981,81541
267,2,35-40,93272,185070
267,2,40+,42341,85422
75,4,0-15,147011,157120
75,4,15-20,141828,298584
75,4,20-25,28047,280422
75,4,30-35,97256,58712
75,4,35-40,3926,201836
75,4,40+,80992,79474
75,1,0-15,12445,25742
75,1,15-20,280,17832
75,1,20-25,7497,5517
75,1,30-35,11257,26341
75,1,35-40,4131,805
75,1,40+,1902,15008
75,5,0-15,10339,14967
75,5,15-20,9239,20583
75,5,20-25,7417,18203
75,5,30-35,2156,4564
75,5,35-40,2352,4679
75,5,40+,4893,9602
75,3,0-15,482,1083
75,3,15-20,311,1314
75,3,20-25,533,383
75,3,30-35,117,905
75,3,35-40,324,649
75,3,40+,185,406
75,2,0-15,5426,6308
75,2,15-20,3436,8444
75,2,20-25,5259,12770
75,2,30-35,972,11816
75,2,35-40,2927,2428
75,2,40+,1426,3089
111,4,0-15,1708,3978
111,4,15-20,1079,2813
111,4,20-25,1748,3672
111,4,30-35,1032,857
111,4,35-40,482,148
111,4,40+,328,2043
111,1,0-15,830,2291
111,1,15-20,253,111
111,1,20-25,1351,3271
111,1,30-35,807,1787
111,1,35-40,1453,730
111,1,40+,497,3391
111,5,0-15,698,1467
111,5,15-20,136,732
111,5,20-25,717,389
111,5,30-35,462,1230
111,5,35-40,356,364
111,5,40+,177,1615
111,3,0-15,325,377
111,3,15-20,54,841
111,3,20-25,225,1042
111,3,30-35,205,589
111,3,35-40,352,482
111,3,40+,136,953
111,2,0-15,64513,135236
111,2,15-20,191438,460655
111,2,20-25,116683,409977
111,2,30-35,270266,552280
111,2,35-40,235402,226010
111,2,40+,49609,96999
518,4,0-15,7769,15140
518,4,15-20,6151,10953
518,4,20-25,341,13459
518,4,30-35,2236,556
518,4,35-40,1766,3753
518,4,40+,6413,3737
518,1,0-15,240,587
518,1,15-20,359,830
518,1,20-25,312,827
518,1,30-35,130,190
518,1,35-40,201,470
518,1,40+,63,25
518,5,0-15,41206,76465
518,5,15-20,53180,106648
518,5,20-25,57783,111165
518,5,30-35,30084,61507
518,5,35-40,13284,23693
518,5,40+,2046,3700
518,3,0-15,1996,3947
518,3,15-20,2452,5205
518,3,20-25,2632,5488
518,3,30-35,1418,1800
518,3,35-40,638,3113
518,3,40+,835,1304
518,2,0-15,24191,11249
518,2,15-20,18241,47369
518,2,20-25,22386,34300
518,2,30-35,6151,45247
518,2,35-40,12712,26271
518,2,40+,920,14918
76,4,0-15,1111,6015
76,4,15-20,2252,2507
76,4,20-25,2228,1931
76,4,30-35,2595,5019
76,4,35-40,930,5163
76,4,40+,539,1188
76,1,0-15,98118,212380
76,1,15-20,78670,174510
76,1,20-25,39455,39859
76,1,30-35,87815,177774
76,1,35-40,18130,73362
76,1,40+,5065,86947
76,5,0-15,1976,4375
76,5,15-20,1612,3717
76,5,20-25,2185,4804
76,5,30-35,593,1222
76,5,35-40,1199,1431
76,5,40+,97,2539
76,3,0-15,186,467
76,3,15-20,332,248
76,3,20-25,337,756
76,3,30-35,216,838
76,3,35-40,82,650
76,3,40+,134,61
76,2,0-15,5837,3229
76,2,15-20,4609,12650
76,2,20-25,5438,11872
76,2,30-35,3108,9406
76,2,35-40,1650,6814
76,2,40+,249,481
895,4,0-15,1454,5040
895,4,15-20,1057,4290
895,4,20-25,2056,3725
895,4,30-35,2226,2145
895,4,35-40,385,1212
895,4,40+,509,966
895,1,0-15,406,908
895,1,15-20,375,1071
895,1,20-25,246,314
895,1,30-35,228,524
895,1,35-40,135,44
895,1,40+,55,993
895,5,0-15,1947,3716
895,5,15-20,1769,4331
895,5,20-25,356,3245
895,5,30-35,1061,1085
895,5,35-40,1355,1930
895,5,40+,68,958
895,3,0-15,124044,169653
895,3,15-20,88172,236081
895,3,20-25,52373,52996
895,3,30-35,27253,97905
895,3,35-40,104841,198441
895,3,40+,3575,6705
895,2,0-15,201,1034
895,2,15-20,267,841
895,2,20-25,45,424
895,2,30-35,295,201
895,2,35-40,337,531
895,2,40+,142,887
56,4,0-15,4330,2206
56,4,15-20,3468,8598
56,4,20-25,4613,6824
56,4,30-35,1087,9343
56,4,35-40,154,4641
56,4,40+,2292,304
56,1,0-15,43676,368975
56,1,15-20,135811,249714
56,1,20-25,191934,77030
56,1,30-35,90817,185562
56,1,35-40,172266,343033
56,1,40+,45089,93016
56,5,0-15,3824,10240
56,5,15-20,1366,2603
56,5,20-25,1055,7697
56,5,30-35,4580,2120
56,5,35-40,5151,8964
56,5,40+,2250,4473
56,3,0-15,77,161
56,3,15-20,71,170
56,3,20-25,45,97
56,3,30-35,14,138
56,3,35-40,38,66
56,3,40+,22,54
56,2,0-15,216,416
56,2,15-20,83,174
56,2,20-25,144,36
56,2,30-35,193,493
56,2,35-40,53,169
56,2,40+,137,487
20,4,0-15,527,1047
20,4,15-20,365,1650
20,4,20-25,103,1555
20,4,30-35,512,1239
20,4,35-40,259,328
20,4,40+,130,565
20,1,0-15,77737,156045
20,1,15-20,21272,45577
20,1,20-25,65801,135025
20,1,30-35,89358,179615
20,1,35-40,38942,79882
20,1,40+,18037,37766
20,5,0-15,7509,16373
20,5,15-20,2575,14278
20,5,20-25,6409,6124
20,5,30-35,5954,12523
20,5,35-40,1086,955
20,5,40+,2719,2307
20,3,0-15,109,822
20,3,15-20,171,646
20,3,20-25,26,654
20,3,30-35,169,195
20,3,35-40,106,477
20,3,40+,60,262
20,2,0-15,2185,5847
20,2,15-20,1572,5409
20,2,20-25,1949,537
20,2,30-35,551,2614
20,2,35-40,1023,4641
20,2,40+,494,2278
2,4,0-15,95443,185627
2,4,15-20,70587,134051
2,4,20-25,81699,164399
2,4,30-35,42835,44202
2,4,35-40,23244,87406
2,4,40+,3497,6757
2,1,0-15,16681,33878
2,1,15-20,20601,42045
2,1,20-25,23310,47003
2,1,30-35,787,1648
2,1,35-40,10800,10666
2,1,40+,5104,22161
2,5,0-15,2109,3623
2,5,15-20,1857,4164
2,5,20-25,1785,3358
2,5,30-35,612,1112
2,5,35-40,988,178
2,5,40+,486,1964
2,3,0-15,70,177
2,3,15-20,263,582
2,3,20-25,224,296
2,3,30-35,152,410
2,3,35-40,6,468
2,3,40+,145,18
2,2,0-15,101,489
2,2,15-20,127,417
2,2,20-25,166,154
2,2,30-35,11,222
2,2,35-40,190,410
2,2,40+,75,37
61,4,0-15,153,329
61,4,15-20,607,1206
61,4,20-25,655,1326
61,4,30-35,462,931
61,4,35-40,309,623
61,4,40+,22,339
61,1,0-15,19,61
61,1,15-20,7,32
61,1,20-25,15,33
61,1,30-35,6,23
61,1,35-40,5,14
61,1,40+,1,16
61,5,0-15,12729,28328
61,5,15-20,63618,130012
61,5,20-25,42338,90005
61,5,30-35,30185,60795
61,5,35-40,57860,117190
61,5,40+,1863,29230
61,3,0-15,399,922
61,3,15-20,11,603
61,3,20-25,71,39
61,3,30-35,421,218
61,3,35-40,259,919
61,3,40+,239,515
61,2,0-15,2765,9145
61,2,15-20,764,5882
61,2,20-25,4155,1729
61,2,30-35,4352,8439
61,2,35-40,1156,2317
61,2,40+,2294,4622
516,4,0-15,151599,298253
516,4,15-20,26478,268230
516,4,20-25,145157,58093
516,4,30-35,92615,199234
516,4,35-40,77596,138089
516,4,40+,4071,8185
516,1,0-15,912,1970
516,1,15-20,421,1372
516,1,20-25,592,1130
516,1,30-35,724,1965
516,1,35-40,139,493
516,1,40+,25,85
516,5,0-15,4469,8124
516,5,15-20,4940,7116
516,5,20-25,3337,9632
516,5,30-35,1095,2464
516,5,35-40,948,3923
516,5,40+,2198,1637
516,3,0-15,46,387
516,3,15-20,151,126
516,3,20-25,5,535
516,3,30-35,135,27
516,3,35-40,236,263
516,3,40+,247,579
516,2,0-15,4188,8661
516,2,15-20,702,6395
516,2,20-25,4084,1809
516,2,30-35,2478,4690
516,2,35-40,2476,9341
516,2,40+,1318,267
80,4,0-15,42386,79102
80,4,15-20,27744,16977
80,4,20-25,22151,57106
80,4,30-35,8286,85267
80,4,35-40,40494,2703
80,4,40+,1373,42396
80,1,0-15,41631,88884
80,1,15-20,60869,131390
80,1,20-25,33926,125269
80,1,30-35,62233,34770
80,1,35-40,13031,68469
80,1,40+,17677,27317
80,5,0-15,64402,123360
80,5,15-20,15015,28210
80,5,20-25,45404,4242
80,5,30-35,32670,87484
80,5,35-40,2282,60838
80,5,40+,60054,113054
80,3,0-15,349,3737
80,3,15-20,1718,3963
80,3,20-25,1068,1068
80,3,30-35,1144,2772
80,3,35-40,1790,2159
80,3,40+,596,1159
80,2,0-15,70991,33758
80,2,15-20,75241,79797
80,2,20-25,39183,147172
80,2,30-35,16991,158123
80,2,35-40,52147,109958
80,2,40+,2748,40758
78,4,0-15,20184,40745
78,4,15-20,7193,25070
78,4,20-25,12755,14442
78,4,30-35,27286,54635
78,4,35-40,23921,47628
78,4,40+,1037,2034
78,1,0-15,47938,141510
78,1,15-20,67393,102592
78,1,20-25,16542,35505
78,1,30-35,64155,130660
78,1,35-40,2573,71310
78,1,40+,35378,5153
78,5,0-15,1185,2345
78,5,15-20,1089,2128
78,5,20-25,416,774
78,5,30-35,1400,2692
78,5,35-40,566,1174
78,5,40+,42,100
78,3,0-15,25,116
78,3,15-20,121,314
78,3,20-25,91,258
78,3,30-35,122,277
78,3,35-40,7,162
78,3,40+,40,32
78,2,0-15,9610,19462
78,2,15-20,8544,4823
78,2,20-25,4449,17076
78,2,30-35,6891,14228
78,2,35-40,2391,8858
78,2,40+,2187,4398
555,4,0-15,139,388
555,4,15-20,616,1155
555,4,20-25,428,1427
555,4,30-35,569,684
555,4,35-40,313,1243
555,4,40+,151,66
555,1,0-15,413,947
555,1,15-20,315,1241
555,1,20-25,440,1135
555,1,30-35,294,320
555,1,35-40,126,728
555,1,40+,163,52
555,5,0-15,4241,8288
555,5,15-20,2204,17762
555,5,20-25,8640,4226
555,5,30-35,2039,15793
555,5,35-40,6271,4137
555,5,40+,7999,12973
555,3,0-15,1315,2894
555,3,15-20,1421,2670
555,3,20-25,313,3354
555,3,30-35,943,1183
555,3,35-40,800,1649
555,3,40+,59,410
555,2,0-15,10603,524747
555,2,15-20,67262,367510
555,2,20-25,227149,16957
555,2,30-35,186450,117426
555,2,35-40,253834,469845
555,2,40+,119250,246745
246,4,0-15,1618,3379
246,4,15-20,335,761
246,4,20-25,996,2398
246,4,30-35,373,750
246,4,35-40,1435,2886
246,4,40+,726,1437
246,1,0-15,3044,6785
246,1,15-20,12889,28362
246,1,20-25,8970,20214
246,1,30-35,12450,25753
246,1,35-40,6676,13279
246,1,40+,3227,6564
246,5,0-15,52618,112211
246,5,15-20,50524,79371
246,5,20-25,34072,100154
246,5,30-35,11394,25799
246,5,35-40,27172,52710
246,5,40+,13172,25673
246,3,0-15,136,380
246,3,15-20,195,424
246,3,20-25,45,139
246,3,30-35,203,499
246,3,35-40,91,161
246,3,40+,131,251
246,2,0-15,414,888
246,2,15-20,110,290
246,2,20-25,408,1036
246,2,30-35,199,820
246,2,35-40,299,423
246,2,40+,12,223
133,4,0-15,35852,21363
133,4,15-20,54437,102430
133,4,20-25,52503,56505
133,4,30-35,29055,72449
133,4,35-40,10494,107192
133,4,40+,15235,29726
133,1,0-15,1811,4314
133,1,15-20,1931,3097
133,1,20-25,679,1407
133,1,30-35,1359,4299
133,1,35-40,458,1008
133,1,40+,1198,2502
133,5,0-15,5294,10090
133,5,15-20,1735,6975
133,5,20-25,6820,3179
133,5,30-35,7332,14268
133,5,35-40,3541,13003
133,5,40+,254,3533
133,3,0-15,3316,6692
133,3,15-20,1959,6522
133,3,20-25,3065,4527
133,3,30-35,2067,3937
133,3,35-40,606,1309
133,3,40+,89,185
133,2,0-15,544,1198
133,2,15-20,736,1646
133,2,20-25,182,1560
133,2,30-35,764,409
133,2,35-40,418,53
133,2,40+,22,878
497,4,0-15,231,101
497,4,15-20,120,465
497,4,20-25,33,314
497,4,30-35,183,411
497,4,35-40,96,204
497,4,40+,54,120
497,1,0-15,46,38
497,1,15-20,50,130
497,1,20-25,21,82
497,1,30-35,28,115
497,1,35-40,6,39
497,1,40+,11,12
497,5,0-15,628,1370
497,5,15-20,194,449
497,5,20-25,964,2026
497,5,30-35,26,73
497,5,35-40,887,1805
497,5,40+,503,941
497,3,0-15,56,355
497,3,15-20,121,170
497,3,20-25,120,318
497,3,30-35,85,138
497,3,35-40,11,171
497,3,40+,25,300
497,2,0-15,57341,125422
497,2,15-20,86900,178827
497,2,20-25,17230,38880
497,2,30-35,78715,154558
497,2,35-40,40301,78287
497,2,40+,2552,5330
33,4,0-15,14871,30100
33,4,15-20,1795,5270
33,4,20-25,15123,27786
33,4,30-35,8116,19059
33,4,35-40,8323,14851
33,4,40+,240,815
33,1,0-15,131824,253351
33,1,15-20,78663,163158
33,1,20-25,77108,137635
33,1,30-35,135255,48569
33,1,35-40,22297,246722
33,1,40+,37963,68415
33,5,0-15,473,832
33,5,15-20,1044,1446
33,5,20-25,899,1980
33,5,30-35,636,541
33,5,35-40,167,1629
33,5,40+,216,381
33,3,0-15,156,380
33,3,15-20,111,323
33,3,20-25,162,143
33,3,30-35,90,321
33,3,35-40,47,28
33,3,40+,28,170
33,2,0-15,384,4020
33,2,15-20,1134,1143
33,2,20-25,2064,3240
33,2,30-35,1308,2106
33,2,35-40,2083,4505
33,2,40+,72,225
421,4,0-15,838,474
421,4,15-20,347,1815
421,4,20-25,181,77
421,4,30-35,231,806
421,4,35-40,633,1616
421,4,40+,712,1341
421,1,0-15,47546,91202
421,1,15-20,47701,101053
421,1,20-25,18716,32949
421,1,30-35,22951,49231
421,1,35-40,59022,120129
421,1,40+,10443,22041
421,5,0-15,705,1329
421,5,15-20,181,1134
421,5,20-25,533,320
421,5,30-35,560,954
421,5,35-40,303,56
421,5,40+,37,585
421,3,0-15,33,86
421,3,15-20,10,65
421,3,20-25,40,26
421,3,30-35,39,92
421,3,35-40,4,8
421,3,40+,19,33
421,2,0-15,151,349
421,2,15-20,176,207
421,2,20-25,92,412
421,2,30-35,186,120
421,2,35-40,47,22
421,2,40+,57,401
526,4,0-15,573,1218
526,4,15-20,350,275
526,4,20-25,100,649
526,4,30-35,624,1418
526,4,35-40,440,1017
526,4,40+,152,294
526,1,0-15,38,131
526,1,15-20,64,41
526,1,20-25,48,145
526,1,30-35,38,139
526,1,35-40,24,81
526,1,40+,10,47
526,5,0-15,79,148
526,5,15-20,46,144
526,5,20-25,4,187
526,5,30-35,14,17
526,5,35-40,72,75
526,5,40+,38,72
526,3,0-15,51,115
526,3,15-20,52,144
526,3,20-25,11,61
526,3,30-35,28,146
526,3,35-40,5,29
526,3,40+,21,88
526,2,0-15,42537,80564
526,2,15-20,20743,39180
526,2,20-25,34747,70596
526,2,30-35,49750,16476
526,2,35-40,11058,97542
526,2,40+,8482,22656
888,4,0-15,157,336
888,4,15-20,20,118
888,4,20-25,95,344
888,4,30-35,137,281
888,4,35-40,95,188
888,4,40+,56,115
888,1,0-15,3,7
888,1,15-20,1,46
888,1,20-25,11,27
888,1,30-35,9,44
888,1,35-40,8,50
888,1,40+,4,19
888,5,0-15,195,464
888,5,15-20,123,374
888,5,20-25,38,138
888,5,30-35,57,115
888,5,35-40,199,27
888,5,40+,113,438
888,3,0-15,16,264
888,3,15-20,160,161
888,3,20-25,70,380
888,3,30-35,114,362
888,3,35-40,104,404
888,3,40+,61,208
888,2,0-15,53653,99509
888,2,15-20,75662,154692
888,2,20-25,104313,47693
888,2,30-35,116086,196098
888,2,35-40,21824,225014
888,2,40+,24355,45281
58,4,0-15,158865,86671
58,4,15-20,118926,244037
58,4,20-25,139268,334491
58,4,30-35,44392,293887
58,4,35-40,71996,12033
58,4,40+,34118,152028
58,1,0-15,562,1611
58,1,15-20,407,1333
58,1,20-25,231,1552
58,1,30-35,653,429
58,1,35-40,415,487
58,1,40+,112,900
58,5,0-15,26008,49561
58,5,15-20,27234,18063
58,5,20-25,9798,54539
58,5,30-35,13281,64735
58,5,35-40,1389,26942
58,5,40+,5806,2435
58,3,0-15,352,747
58,3,15-20,272,785
58,3,20-25,375,897
58,3,30-35,81,290
58,3,35-40,100,400
58,3,40+,210,241
58,2,0-15,243,793
58,2,15-20,352,273
58,2,20-25,309,756
58,2,30-35,86,907
58,2,35-40,14,206
58,2,40+,89,57
107,4,0-15,19844,41523
107,4,15-20,11192,21816
107,4,20-25,25893,52945
107,4,30-35,21695,15202
107,4,35-40,7557,43577
107,4,40+,1244,2398
107,1,0-15,51512,115597
107,1,15-20,76068,164686
107,1,20-25,16829,36699
107,1,30-35,71848,147824
107,1,35-40,20484,40536
107,1,40+,39828,79723
107,5,0-15,109,246
107,5,15-20,59,68
107,5,20-25,125,239
107,5,30-35,88,122
107,5,35-40,9,286
107,5,40+,34,95
107,3,0-15,1375,2769
107,3,15-20,1113,1420
107,3,20-25,473,2591
107,3,30-35,1457,1032
107,3,35-40,352,3259
107,3,40+,71,686
107,2,0-15,973,2435
107,2,15-20,753,2053
107,2,20-25,255,765
107,2,30-35,907,1972
107,2,35-40,468,987
107,2,40+,221,106
92,4,0-15,67437,149139
92,4,15-20,98053,206658
92,4,20-25,22739,49573
92,4,30-35,90606,182265
92,4,35-40,47228,93205
92,4,40+,3742,7875
92,1,0-15,1926,4935
92,1,15-20,474,1315
92,1,20-25,1981,4534
92,1,30-35,1285,3731
92,1,35-40,608,2507
92,1,40+,1131,1252
92,5,0-15,6812,14165
92,5,15-20,9605,19196
92,5,20-25,2012,16802
92,5,30-35,2379,3978
92,5,35-40,8546,4716
92,5,40+,4513,681
92,3,0-15,262,626
92,3,15-20,181,490
92,3,20-25,296,159
92,3,30-35,152,305
92,3,35-40,50,576
92,3,40+,12,148
92,2,0-15,106,43
92,2,15-20,230,843
92,2,20-25,73,714
92,2,30-35,308,255
92,2,35-40,207,223
92,2,40+,311,730
68,4,0-15,30008,80523
68,4,15-20,37815,60961
68,4,20-25,11879,37673
68,4,30-35,17419,22533
68,4,35-40,8963,72216
68,4,40+,33952,19235
68,1,0-15,5736,12674
68,1,15-20,5045,11494
68,1,20-25,282,542
68,1,30-35,4484,9448
68,1,35-40,2629,3475
68,1,40+,1748,5897
68,5,0-15,27298,53386
68,5,15-20,22612,42220
68,5,20-25,22303,45125
68,5,30-35,9414,16134
68,5,35-40,10909,22580
68,5,40+,4985,10314
68,3,0-15,200,455
68,3,15-20,250,284
68,3,20-25,135,592
68,3,30-35,65,160
68,3,35-40,225,34
68,3,40+,9,499
68,2,0-15,1972,1251
68,2,15-20,1673,4260
68,2,20-25,1471,3747
68,2,30-35,572,3222
68,2,35-40,428,907
68,2,40+,72,1993
13,4,0-15,3073,7083
13,4,15-20,5385,26215
13,4,20-25,8983,11863
13,4,30-35,10523,19629
13,4,35-40,2529,23198
13,4,40+,11984,5581
13,1,0-15,76,523
13,1,15-20,214,636
13,1,20-25,212,194
13,1,30-35,154,319
13,1,35-40,122,207
13,1,40+,36,43
13,5,0-15,28770,66175
13,5,15-20,37439,82012
13,5,20-25,41592,21641
13,5,30-35,9432,92320
13,5,35-40,19679,42538
13,5,40+,8845,20055
13,3,0-15,110,353
13,3,15-20,418,1053
13,3,20-25,412,976
13,3,30-35,283,786
13,3,35-40,219,533
13,3,40+,15,58
13,2,0-15,450,1207
13,2,15-20,401,1008
13,2,20-25,333,908
13,2,30-35,254,604
13,2,35-40,106,347
13,2,40+,163,73
360,4,0-15,1616,2478
360,4,15-20,1136,2906
360,4,20-25,1410,3386
360,4,30-35,686,1439
360,4,35-40,399,151
360,4,40+,329,871
360,1,0-15,116,297
360,1,15-20,84,120
360,1,20-25,123,304
360,1,30-35,73,341
360,1,35-40,35,24
360,1,40+,20,155
360,5,0-15,3646,7264
360,5,15-20,3514,6984
360,5,20-25,4545,8866
360,5,30-35,1180,323
360,5,35-40,858,2367
360,5,40+,165,3593
360,3,0-15,277545,559632
360,3,15-20,315936,740987
360,3,20-25,371033,608872
360,3,30-35,96248,187204
360,3,35-40,156801,299065
360,3,40+,12212,22918
360,2,0-15,291,857
360,2,15-20,504,1557
360,2,20-25,465,492
360,2,30-35,12,1462
360,2,35-40,361,1283
360,2,40+,80,772
113,4,0-15,16854,31999
113,4,15-20,53275,100200
113,4,20-25,61807,121294
113,4,30-35,73487,140489
113,4,35-40,30197,61125
113,4,40+,13205,27198
113,1,0-15,92119,122407
113,1,15-20,19300,38594
113,1,20-25,62219,88409
113,1,30-35,44496,165845
113,1,35-40,84818,180950
113,1,40+,21127,42575
113,5,0-15,2932,5713
113,5,15-20,563,1144
113,5,20-25,2195,4097
113,5,30-35,728,5115
113,5,35-40,2554,1354
113,5,40+,1254,2528
113,3,0-15,175,374
113,3,15-20,150,249
