key,role,period,wins,matches
112,4,30-35,2086,8505
112,4,35-40,2493,4114
112,4,40+,4304,5154
112,1,0-15,18,33
112,1,15-20,18,57
112,1,20-25,1,67
112,1,30-35,8,42
112,1,35-40,20,64
112,1,40+,9,23
112,5,0-15,54703,339066
112,5,15-20,255181,114650
112,5,20-25,111936,478507
112,5,30-35,179756,426244
112,5,35-40,219941,219150
112,5,40+,6975,15551
112,3,0-15,1379,2660
112,3,15-20,1837,3563
112,3,20-25,1812,3453
112,3,30-35,469,1910
112,3,35-40,968,956
112,3,40+,63,1021
112,2,0-15,776,458
112,2,15-20,539,1625
112,2,20-25,739,94
112,2,30-35,459,1199
112,2,35-40,21,1607
112,2,40+,198,930
8,4,0-15,34909,72966
8,4,15-20,9537,18216
8,4,20-25,16156,32727
8,4,30-35,25984,52606
8,4,35-40,30839,64317
8,4,40+,7737,15093
8,1,0-15,31,122
8,1,15-20,29,56
8,1,20-25,46,54
8,1,30-35,5,130
8,1,35-40,13,112
8,1,40+,10,17
8,5,0-15,157913,315156
8,5,15-20,109711,216494
8,5,20-25,139490,64356
8,5,30-35,32575,274051
8,5,35-40,4609,138154
8,5,40+,70991,9734
8,3,0-15,1665,3512
8,3,15-20,1629,3239
8,3,20-25,1243,2550
8,3,30-35,380,824
8,3,35-40,421,791
8,3,40+,838,1643
8,2,0-15,172,577
8,2,15-20,228,628
8,2,20-25,235,57
8,2,30-35,99,606
8,2,35-40,127,200
8,2,40+,61,198
106,4,0-15,82299,165739
106,4,15-20,43242,184625
106,4,20-25,3153,88447
106,4,30-35,93288,6131
106,4,35-40,21241,42347
106,4,40+,67852,133676
106,1,0-15,112813,216456
106,1,15-20,22451,43081
106,1,20-25,76092,145513
106,1,30-35,104230,204081
106,1,35-40,57103,114149
106,1,40+,29721,6661
106,5,0-15,3126,6474
106,5,15-20,748,3064
106,5,20-25,775,4709
106,5,30-35,2801,1512
106,5,35-40,2322,1500
106,5,40+,1496,5684
106,3,0-15,40,164
106,3,15-20,205,513
106,3,20-25,135,541
106,3,30-35,170,279
106,3,35-40,219,462
106,3,40+,89,32
106,2,0-15,1376,3025
106,2,15-20,1391,2303
106,2,20-25,817,3224
106,2,30-35,907,1713
106,2,35-40,268,1018
106,2,40+,494,724
19,4,0-15,60972,117872
19,4,15-20,16953,31285
19,4,20-25,66209,128733
19,4,30-35,47806,92263
19,4,35-40,32347,62898
19,4,40+,15492,30222
19,1,0-15,211338,410675
19,1,15-20,147956,287865
19,1,20-25,112160,223974
19,1,30-35,47405,389147
19,1,35-40,197686,90920
19,1,40+,7576,14099
19,5,0-15,2264,3863
19,5,15-20,1608,4477
19,5,20-25,573,192
19,5,30-35,1985,3298
19,5,35-40,1068,1207
19,5,40+,95,1998
19,3,0-15,110,178
19,3,15-20,192,382
19,3,20-25,154,35
19,3,30-35,102,447
19,3,35-40,37,386
19,3,40+,6,220
19,2,0-15,665,1317
19,2,15-20,454,1627
19,2,20-25,661,1449
19,2,30-35,405,487
19,2,35-40,110,95
19,2,40+,23,804
498,4,0-15,258,587
498,4,15-20,250,558
498,4,20-25,178,443
498,4,30-35,54,178
498,4,35-40,156,138
498,4,40+,86,336
498,1,0-15,14,29
498,1,15-20,38,104
498,1,20-25,44,60
498,1,30-35,29,129
498,1,35-40,6,82
498,1,40+,26,44
498,5,0-15,801,1673
498,5,15-20,1019,2278
498,5,20-25,950,636
498,5,30-35,487,563
498,5,35-40,264,2051
498,5,40+,292,1081
498,3,0-15,63562,131602
498,3,15-20,20434,41278
498,3,20-25,90553,178032
498,3,30-35,85074,190318
498,3,35-40,46847,96968
498,3,40+,25006,50770
498,2,0-15,203,326
498,2,15-20,73,742
498,2,20-25,306,766
498,2,30-35,297,155
498,2,35-40,101,859
498,2,40+,178,409
101,4,0-15,464,1002
101,4,15-20,140,338
101,4,20-25,573,1248
101,4,30-35,380,1297
101,4,35-40,643,772
101,4,40+,214,79
101,1,0-15,12,36
101,1,15-20,16,70
101,1,20-25,21,69
101,1,30-35,5,35
101,1,35-40,14,26
101,1,40+,27,13
101,5,0-15,52479,4768
101,5,15-20,68251,32145
101,5,20-25,17318,98629
101,5,30-35,38616,138591
101,5,35-40,73438,145211
101,5,40+,2421,77792
101,3,0-15,4154,6610
101,3,15-20,3218,8599
101,3,20-25,4142,2618
101,3,30-35,1225,8635
101,3,35-40,2391,5041
101,3,40+,1425,2922
101,2,0-15,130887,228897
101,2,15-20,150571,307948
101,2,20-25,168175,318329
101,2,30-35,46613,80288
101,2,35-40,83553,175877
101,2,40+,46686,95938
5,4,0-15,6712,14001
5,4,15-20,1987,11148
5,4,20-25,2806,4289
5,4,30-35,5689,5760
5,4,35-40,5217,11771
5,4,40+,1342,2658
5,1,0-15,67492,140666
5,1,15-20,50549,105242
5,1,20-25,58316,122413
5,1,30-35,2345,35663
5,1,35-40,17065,63768
5,1,40+,15057,4986
5,5,0-15,3313,6705
5,5,15-20,4376,8696
5,5,20-25,986,7583
5,5,30-35,2083,1938
5,5,35-40,3813,329
5,5,40+,1130,4061
5,3,0-15,348,187
5,3,15-20,213,759
5,3,20-25,318,650
5,3,30-35,175,521
5,3,35-40,70,185
5,3,40+,12,35
5,2,0-15,648,1505
5,2,15-20,483,1215
5,2,20-25,581,427
5,2,30-35,141,1247
5,2,35-40,297,630
5,2,40+,21,67
157,4,0-15,48814,136794
157,4,15-20,70439,103630
157,4,20-25,64225,149721
157,4,30-35,34866,73820
157,4,35-40,15497,32379
157,4,40+,17887,36630
157,1,0-15,856,1094
157,1,15-20,1355,2948
157,1,20-25,1363,3768
157,1,30-35,474,3402
157,1,35-40,798,1074
157,1,40+,281,1897
157,5,0-15,370082,761684
157,5,15-20,304211,860561
157,5,20-25,424553,192542
157,5,30-35,96084,611765
157,5,35-40,194858,399331
157,5,40+,14410,27836
157,3,0-15,32156,88182
157,3,15-20,45781,95377
157,3,20-25,10693,66893
157,3,30-35,42792,21413
157,3,35-40,23143,47468
157,3,40+,1645,24035
157,2,0-15,774,2587
157,2,15-20,240,1731
157,2,20-25,743,1038
157,2,30-35,1173,3354
157,2,35-40,1201,2938
157,2,40+,54,313
777,4,0-15,94144,200934
777,4,15-20,134276,9780
777,4,20-25,123061,279109
777,4,30-35,30313,250761
777,4,35-40,65675,67435
777,4,40+,4337,66611
777,1,0-15,1987,4670
777,1,15-20,1908,5019
777,1,20-25,1232,1405
777,1,30-35,411,3817
777,1,35-40,1216,2682
777,1,40+,693,237
777,5,0-15,325013,637082
777,5,15-20,254563,531700
777,5,20-25,360421,721833
777,5,30-35,82921,179926
777,5,35-40,172106,335333
777,5,40+,85071,164193
777,3,0-15,4203,2565
777,3,15-20,2843,8603
777,3,20-25,4062,6915
777,3,30-35,940,9016
777,3,35-40,1261,2554
777,3,40+,2371,4741
777,2,0-15,901,872
777,2,15-20,948,2783
777,2,20-25,589,2119
777,2,30-35,537,2399
777,2,35-40,371,191
777,2,40+,169,1352
83,4,0-15,160530,301468
83,4,15-20,37821,215121
83,4,20-25,122025,65929
83,4,30-35,4464,8490
83,4,35-40,62426,261163
83,4,40+,128002,134739
83,1,0-15,1360,2911
83,1,15-20,977,2238
83,1,20-25,1288,2679
83,1,30-35,377,759
83,1,35-40,693,1429
83,1,40+,300,776
83,5,0-15,1719,9087
83,5,15-20,6568,2975
83,5,20-25,5035,12137
83,5,30-35,5231,9850
83,5,35-40,2418,4999
83,5,40+,1055,408
83,3,0-15,402,657
83,3,15-20,293,913
83,3,20-25,423,247
83,3,30-35,220,911
83,3,35-40,118,487
83,3,40+,83,238
83,2,0-15,424,874
83,2,15-20,307,1042
83,2,20-25,250,1163
83,2,30-35,106,574
83,2,35-40,461,298
83,2,40+,165,346
350,4,0-15,546,2026
350,4,15-20,549,1740
350,4,20-25,103,1291
350,4,30-35,351,1399
350,4,35-40,302,268
350,4,40+,14,688
350,1,0-15,143,1234
350,1,15-20,89,261
350,1,20-25,127,1105
350,1,30-35,101,769
350,1,35-40,39,526
350,1,40+,25,244
350,5,0-15,487,2171
350,5,15-20,491,1589
350,5,20-25,161,1212
350,5,30-35,294,389
350,5,35-40,325,639
350,5,40+,103,1629
350,3,0-15,209,849
350,3,15-20,154,356
350,3,20-25,41,925
350,3,30-35,252,1003
350,3,35-40,140,528
350,3,40+,67,606
350,2,0-15,297167,666727
350,2,15-20,136306,266412
350,2,20-25,222701,525136
350,2,30-35,265288,548797
350,2,35-40,76727,184077
350,2,40+,57464,112128
154,4,0-15,14535,27393
154,4,15-20,5210,9701
154,4,20-25,14709,28206
154,4,30-35,18013,34776
154,4,35-40,6948,13270
154,4,40+,2761,5367
154,1,0-15,132558,257822
154,1,15-20,87822,173815
154,1,20-25,26632,233436
154,1,30-35,121515,53311
154,1,35-40,63219,121039
154,1,40+,3835,56122
154,5,0-15,4661,8351
154,5,15-20,4636,3037
154,5,20-25,1776,8458
154,5,30-35,5987,10777
154,5,35-40,2087,3973
154,5,40+,805,1575
154,3,0-15,44,139
154,3,15-20,198,413
154,3,20-25,218,421
154,3,30-35,61,107
154,3,35-40,135,165
154,3,40+,88,44
154,2,0-15,11720,22587
154,2,15-20,3951,7625
154,2,20-25,14274,27791
154,2,30-35,10891,21717
154,2,35-40,5452,10631
154,2,40+,501,979
238,4,0-15,3716,7508
238,4,15-20,4717,9586
238,4,20-25,6651,13557
238,4,30-35,6650,4139
238,4,35-40,1635,13279
238,4,40+,2102,3087
238,1,0-15,50412,105892
238,1,15-20,27740,56962
238,1,20-25,49008,101553
238,1,30-35,12763,73857
238,1,35-40,36081,24455
238,1,40+,15178,30822
238,5,0-15,230868,453316
238,5,15-20,322998,651297
238,5,20-25,308638,345097
238,5,30-35,81370,615440
238,5,35-40,174670,148262
238,5,40+,12774,22626
238,3,0-15,1110,2572
238,3,15-20,747,1987
238,3,20-25,312,1542
238,3,30-35,787,753
238,3,35-40,1184,2493
238,3,40+,457,115
238,2,0-15,1185,2694
238,2,15-20,356,3091
238,2,20-25,1247,895
238,2,30-35,959,2304
238,2,35-40,710,1601
238,2,40+,399,847
221,4,0-15,610,1297
221,4,15-20,1001,630
221,4,20-25,1095,2647
221,4,30-35,198,2321
221,4,35-40,674,1900
221,4,40+,325,118
221,1,0-15,63,93
221,1,15-20,89,261
221,1,20-25,1,245
221,1,30-35,20,255
221,1,35-40,64,21
221,1,40+,40,166
221,5,0-15,3632,5843
221,5,15-20,2110,8419
221,5,20-25,3399,7984
221,5,30-35,2127,2530
221,5,35-40,1258,4450
221,5,40+,539,1758
221,3,0-15,39206,129607
221,3,15-20,47071,79238
221,3,20-25,18997,152888
221,3,30-35,72737,37800
221,3,35-40,13858,175914
221,3,40+,71278,5764
221,2,0-15,314,1187
221,2,15-20,551,509
221,2,20-25,358,1571
221,2,30-35,16,865
221,2,35-40,585,498
221,2,40+,254,200
115,4,0-15,47,1982
115,4,15-20,309,106
115,4,20-25,1363,655
115,4,30-35,833,3001
115,4,35-40,1497,2905
115,4,40+,986,1811
115,1,0-15,33,80
115,1,15-20,29,9
115,1,20-25,16,104
115,1,30-35,5,91
115,1,35-40,21,36
115,1,40+,10,65
115,5,0-15,33463,94209
115,5,15-20,9365,61518
115,5,20-25,45338,18247
115,5,30-35,49298,93719
115,5,35-40,26400,56359
115,5,40+,16145,33988
115,3,0-15,5281,10243
115,3,15-20,16733,30771
115,3,20-25,23303,43662
115,3,30-35,21499,43565
115,3,35-40,12118,15737
115,3,40+,7411,25897
115,2,0-15,380,747
115,2,15-20,9736,13530
115,2,20-25,7230,19307
115,2,30-35,8964,19342
115,2,35-40,2418,4476
115,2,40+,3832,7998
26,4,0-15,2606,4990
26,4,15-20,2258,4311
26,4,20-25,1971,3881
26,4,30-35,622,1394
26,4,35-40,1088,1123
26,4,40+,552,255
26,1,0-15,35,106
26,1,15-20,22,73
26,1,20-25,8,96
26,1,30-35,17,107
26,1,35-40,16,21
26,1,40+,21,54
26,5,0-15,11842,21682
26,5,15-20,14634,27596
26,5,20-25,3582,31467
26,5,30-35,17073,6696
26,5,35-40,3351,14137
26,5,40+,7269,6703
26,3,0-15,18,211
26,3,15-20,679,855
26,3,20-25,363,1439
26,3,30-35,122,1064
26,3,35-40,657,1478
26,3,40+,419,527
26,2,0-15,69763,134785
26,2,15-20,102518,94554
26,2,20-25,20622,196824
26,2,30-35,92601,42503
26,2,35-40,48761,179089
26,2,40+,24069,47762
142,4,0-15,578,1245
142,4,15-20,436,931
142,4,20-25,525,600
142,4,30-35,178,319
142,4,35-40,161,1135
142,4,40+,288,353
142,1,0-15,29,31
142,1,15-20,29,83
142,1,20-25,16,94
142,1,30-35,6,65
142,1,35-40,22,73
142,1,40+,22,36
142,5,0-15,58084,117483
142,5,15-20,76432,160427
142,5,20-25,68230,144342
142,5,30-35,3125,5688
142,5,35-40,21474,77232
142,5,40+,36691,40846
142,3,0-15,458,1059
142,3,15-20,102,320
142,3,20-25,469,1056
142,3,30-35,142,355
142,3,35-40,356,820
142,3,40+,289,626
142,2,0-15,4621,9815
142,2,15-20,8497,18055
142,2,20-25,7018,14222
142,2,30-35,9531,4772
142,2,35-40,2532,20077
142,2,40+,2391,5043
143,4,0-15,578,1250
143,4,15-20,655,1895
143,4,20-25,936,1338
143,4,30-35,939,1983
143,4,35-40,370,444
143,4,40+,179,826
143,1,0-15,431,998
143,1,15-20,377,942
143,1,20-25,251,675
143,1,30-35,307,42
143,1,35-40,17,657
143,1,40+,84,206
143,5,0-15,8571,16819
143,5,15-20,1595,10668
143,5,20-25,5384,3225
143,5,30-35,8543,10756
143,5,35-40,5192,17079
143,5,40+,3153,616
143,3,0-15,1339,3201
143,3,15-20,894,2996
143,3,20-25,932,2174
143,3,30-35,271,946
143,3,35-40,654,2009
143,3,40+,1543,1371
143,2,0-15,37454,65625
143,2,15-20,189458,348762
143,2,20-25,181955,220353
143,2,30-35,124891,354544
143,2,35-40,60828,121141
143,2,40+,5896,210682
