key,role,physicalDamage,magicDamage,trueDamage,damage,damageTaken,heal,kills,deaths,assists,maxSpree,gold,minions,jungleCS
14,1,13796,5175,1464,20437,39248,7366,6.38,6.27,9.37,2.74,12213,56.91,120.71
14,5,12491,6300,660,19453,40821,2954,4.62,7.08,6.38,1.91,12121,188.07,11.37
14,3,14479,4853,818,20153,38365,2548,6.6,8.26,8.41,2.32,11941,159.2,12.06
14,2,10736,3819,1040,15597,33250,2122,4.14,8.22,10.79,1.41,9660,70.06,8.19
15,4,16415,140,1416,17973,20396,2791,4.22,6.55,5.57,1.84,11740,186.38,16.15
15,1,11153,133,1451,12739,22310,5438,3.67,6.4,5.0,1.5,10005,77.97,86.51
15,5,17440,160,1478,19080,20201,2924,4.92,6.07,6.55,2.25,12115,191.55,16.29
15,3,18232,194,1697,20125,19477,3275,6.0,5.82,8.22,2.83,12328,191.61,15.97
15,2,9614,108,669,10392,15016,2072,2.6,6.06,5.93,1.02,8215,85.77,8.38
72,4,7558,5522,373,13456,23623,2178,3.94,5.13,7.69,1.99,10023,139.55,9.32
72,1,6812,4416,1279,12510,27753,6973,4.5,5.22,10.49,2.28,10813,26.52,120.18
72,5,5599,4993,355,10950,21529,1785,3.71,4.45,9.89,2.03,9422,124.34,8.06
72,3,6477,3449,605,10532,23702,1947,4.26,7.25,7.65,1.78,9102,92.03,12.61
72,2,4058,3437,564,8062,23002,1918,2.35,6.72,11.22,0.87,8194,43.62,5.96
37,4,2168,9602,520,12292,17206,8232,3.0,5.83,10.24,1.32,8301,71.03,2.58
37,1,1284,5674,550,7509,19986,8493,2.14,6.47,7.98,0.86,7275,23.31,44.03
37,5,1890,10424,642,12957,17937,7228,3.38,6.1,9.56,1.49,8389,83.07,2.52
37,3,1771,8702,393,10868,16718,8851,2.92,5.7,10.43,1.27,8085,68.06,1.89
37,2,1593,8028,466,10088,17902,12528,2.28,5.8,14.42,0.94,8270,17.38,0.94
16,4,1760,8905,470,11136,19897,17484,2.0,5.21,11.66,0.84,8552,111.29,2.02
16,1,1136,4099,464,5701,19427,11862,1.46,6.14,7.57,0.54,7044,27.74,49.52
16,5,1300,9005,497,10805,18960,18246,2.19,5.21,12.24,0.97,8537,107.34,2.07
16,3,1461,6936,408,8807,16848,15343,2.09,5.45,10.9,0.88,7869,77.7,2.23
16,2,649,5433,325,6409,15602,19999,1.06,5.69,14.55,0.32,7669,16.25,0.46
50,4,1858,20605,686,23150,30556,9389,5.11,6.2,8.21,2.43,10728,153.19,5.9
50,1,1183,16243,1175,18603,33958,11108,4.78,7.56,9.19,2.05,10177,47.37,81.3
50,5,1642,21645,835,24124,30345,9243,6.2,6.17,9.56,2.98,11031,148.9,6.37
50,3,1542,21138,768,23450,29489,9338,6.81,6.22,10.28,3.25,11232,144.13,6.41
50,2,1304,17518,1308,20132,27194,7396,4.8,7.24,12.22,2.07,9758,42.78,3.5
517,4,687,19225,665,20578,30835,7165,6.29,6.8,5.91,2.84,10710,140.99,9.31
517,1,632,17271,1097,19001,35364,11625,7.27,7.07,7.46,3.24,11310,33.91,107.43
517,5,639,19106,931,20677,30564,6804,7.31,6.82,6.76,3.3,10904,135.05,9.14
517,3,689,19927,830,21447,28523,5734,8.63,7.5,6.86,3.72,11128,123.07,9.38
517,2,542,14367,966,15876,26732,4919,5.21,8.09,9.33,2.07,9243,44.46,5.38
134,4,1024,20223,1216,22466,18560,1530,5.99,6.02,5.82,2.78,11514,170.56,7.96
134,1,456,8534,615,9607,13484,2557,3.1,4.34,3.63,1.34,7600,51.29,48.65
134,5,1006,20830,1370,23207,18849,1530,6.54,6.05,6.74,3.03,11748,172.72,7.58
134,3,943,20618,985,22548,18435,1957,6.54,6.33,7.54,2.94,11710,167.19,8.16
134,2,821,17547,1091,19460,17120,1279,4.82,6.89,8.99,2.02,9602,49.52,4.26
223,4,3107,15328,612,19048,34005,9780,5.06,5.41,7.9,2.65,10649,139.2,5.58
223,1,2597,10598,1141,14338,34291,10825,4.7,6.6,8.73,2.15,9942,30.39,88.28
223,5,2907,14783,913,18605,33388,9167,5.73,5.77,8.73,2.93,10501,125.0,5.64
223,3,2180,11172,706,14060,31002,7781,4.62,5.54,10.53,2.32,9970,122.87,4.53
223,2,1645,9680,702,12028,27207,6565,3.13,6.24,11.36,1.38,8466,43.86,2.44
163,4,875,20760,1091,22729,20781,1864,5.15,7.03,7.19,2.33,11487,160.15,14.07
163,1,825,19643,1485,21955,22272,5494,6.81,6.31,9.08,3.27,12078,44.34,126.93
163,5,863,21219,1236,23319,20219,1879,5.88,6.73,8.37,2.7,11820,164.84,13.52
163,3,833,21459,964,23258,19295,2181,6.45,6.95,9.03,2.92,11845,154.72,13.86
163,2,797,18084,1271,20154,18877,1331,4.91,7.78,10.7,2.05,10071,46.32,9.29
91,4,19422,93,1247,20763,26466,5084,6.77,6.94,5.38,2.85,11609,150.34,15.48
91,1,19345,45,1836,21227,30704,9959,8.41,6.42,6.97,3.76,13171,41.5,131.86
91,5,20263,77,1427,21769,24986,3835,8.29,6.88,6.0,3.54,12235,150.2,14.22
91,3,17594,105,1068,18767,23467,3209,7.61,7.85,5.91,2.98,11280,124.65,16.48
91,2,15022,62,1163,16248,22307,2783,5.82,8.05,6.86,2.24,10235,60.1,19.45
44,4,4150,7923,470,12545,28566,12639,2.95,6.66,9.79,1.25,9127,115.25,6.26
44,1,3672,6637,1019,11329,29721,18989,3.68,5.62,12.75,1.77,10092,26.7,102.5
44,5,2050,4310,458,6819,21287,9409,1.81,5.89,12.36,0.72,7737,68.53,3.44
44,3,2543,5061,472,8078,22135,10257,2.77,6.11,10.74,1.21,8022,76.98,3.63
44,2,1659,3819,599,6079,21545,10146,1.67,6.11,14.58,0.61,7825,35.46,1.42
17,4,3243,20908,1701,25854,22207,2804,5.65,6.56,5.73,2.43,12031,167.85,14.35
17,1,2532,19086,1945,23565,24037,6165,6.1,6.64,7.29,2.63,11871,48.89,116.92
17,5,2502,22634,1784,26922,21743,2287,6.15,6.75,6.99,2.62,11713,153.21,12.07
17,3,2935,19085,1243,23264,21110,2745,6.25,7.14,7.31,2.56,11501,142.23,12.36
17,2,1639,19496,1548,22685,18739,1604,4.6,7.33,8.87,1.84,9899,50.59,8.45
412,4,4082,10541,697,15322,24989,2500,4.1,6.8,7.09,1.72,10271,143.03,7.22
412,1,2213,6265,751,9230,25475,4993,3.09,7.39,8.42,1.19,8763,31.56,72.98
412,5,3870,9178,940,13990,23028,2353,4.83,7.08,7.54,2.06,9985,123.09,5.9
412,3,3387,7587,676,11651,20480,2308,4.61,6.87,8.71,1.92,9489,102.28,6.29
412,2,1131,6042,703,7877,20511,1752,2.01,6.34,14.29,0.73,7930,35.64,0.67
18,4,16147,2538,2056,20743,22203,2727,6.5,6.49,4.19,2.86,12631,170.71,18.15
18,1,14964,2189,2357,19511,27415,6944,8.0,7.07,5.81,3.33,12606,57.1,110.31
18,5,17585,2490,2452,22530,22087,2865,8.42,6.25,4.91,3.77,13228,166.9,17.56
18,3,16390,2131,2060,20583,21247,3594,8.19,6.21,6.26,3.67,12950,162.93,16.59
18,2,9745,1612,1152,12511,18075,2168,4.59,7.04,5.14,1.76,9379,78.82,11.54
48,4,15454,2735,869,19060,33351,10562,5.39,6.25,5.07,2.44,11956,162.5,13.18
48,1,13520,2338,1176,17035,36981,16845,6.39,5.83,8.48,3.05,11707,38.73,112.63
48,5,14312,2582,971,17867,32603,10105,5.86,6.46,5.8,2.61,11615,146.58,13.15
48,3,11319,2100,638,14059,28650,8813,5.5,6.22,6.52,2.36,10579,121.0,14.06
48,2,6436,2262,775,9475,26862,8481,3.01,5.92,10.53,1.28,8567,50.45,6.18
23,4,17080,473,1558,19112,32934,9383,6.26,6.0,4.15,2.84,12718,176.69,23.24
23,1,14356,434,1922,16714,36365,13004,6.41,6.35,5.8,2.82,12285,55.45,123.46
23,5,16672,599,1230,18503,32671,9705,6.94,5.85,4.87,3.21,12605,171.67,21.99
23,3,14809,553,1111,16474,31425,7842,7.06,6.92,5.56,2.94,12005,147.24,22.91
23,2,9168,382,813,10365,27541,6442,3.84,6.74,6.0,1.58,9568,80.18,22.51
4,4,7021,9654,1229,17906,22324,2209,5.15,7.23,6.31,2.16,11734,145.87,12.02
4,1,6646,6559,2088,15295,26593,6207,5.71,7.46,7.06,2.33,11487,43.11,102.47
4,5,2168,14427,788,17385,21167,2137,4.95,6.34,8.72,2.28,11475,151.7,6.9
4,3,8201,8276,1595,18074,21880,2803,6.66,7.67,7.25,2.71,12210,140.85,13.52
4,2,1729,10687,826,13244,19802,1595,3.25,7.68,11.0,1.24,9120,43.25,4.05
29,4,13615,3567,5951,23134,21939,2057,7.94,7.25,6.26,3.29,11853,131.65,14.24
29,1,15961,1870,5088,22921,26755,6031,9.63,7.21,7.25,4.04,12626,45.8,102.31
29,5,12521,5738,7374,25634,21924,2109,9.71,7.04,6.43,4.14,12491,142.36,13.03
29,3,18454,1225,4140,23820,21598,2418,9.23,6.79,7.07,3.97,12654,152.15,15.03
29,2,9555,6004,7172,22734,20392,1728,8.45,8.24,8.69,3.31,11168,47.76,9.94
77,4,7098,10996,623,18719,30237,5741,4.53,5.99,6.3,2.16,10810,153.6,13.33
77,1,8615,8061,1377,18054,32566,9891,6.6,5.65,8.36,3.25,11876,37.25,125.29
77,5,7123,10264,917,18305,28765,5055,5.45,6.19,6.96,2.54,10845,142.05,15.03
77,3,8989,7589,741,17321,29181,4483,6.5,7.26,7.1,2.71,10944,124.22,17.72
77,2,4720,5973,753,11448,26104,3787,3.46,7.3,9.15,1.36,8828,54.55,12.72
6,4,19104,468,1746,21320,27662,4131,6.75,6.22,5.35,3.16,12640,178.63,13.1
6,1,15375,408,2028,17813,29791,7864,6.97,6.32,6.53,3.17,12229,61.26,114.69
6,5,18400,436,1967,20804,27138,4080,7.51,6.24,6.01,3.47,12563,169.05,12.7
6,3,15820,395,1563,17779,26778,3877,7.26,7.1,6.62,3.07,11990,154.36,11.77
6,2,11718,454,1561,13735,24357,2416,5.29,7.49,7.74,2.17,9900,69.28,8.05
110,4,8174,15235,1263,24673,21983,3574,7.91,7.12,4.75,3.39,12464,162.81,11.19
110,1,7108,10866,1496,19472,26065,6890,7.09,7.32,6.01,3.1,11521,54.99,95.64
110,5,8062,15105,1365,24534,22138,4018,8.2,6.9,5.86,3.57,12468,164.33,9.79
110,3,12869,7571,857,21299,20341,3646,7.83,6.53,7.18,3.51,12511,166.97,12.45
110,2,8324,9364,903,18593,17981,1872,5.37,7.45,7.99,2.21,9910,52.95,6.0
67,4,14393,572,6937,21903,22415,2533,6.49,7.04,4.07,2.84,12031,162.27,14.31
67,1,11793,440,6306,18540,25338,5672,7.19,7.27,5.12,3.01,11723,51.81,101.43
67,5,14444,624,6586,21655,22227,2586,7.24,6.99,4.7,3.2,12091,157.67,13.95
67,3,13538,599,6225,20364,21281,3138,7.79,6.74,5.88,3.42,12436,160.46,13.71
67,2,7626,185,3381,11193,16585,1862,3.86,7.13,4.4,1.46,8517,72.03,9.93
45,4,926,20355,447,21729,20329,1794,6.4,6.12,5.62,2.89,11777,170.49,8.92
45,1,635,15087,736,16459,25407,5505,5.68,7.16,6.62,2.34,10527,54.43,84.76
45,5,821,21524,514,22861,20501,1921,7.55,6.17,6.58,3.42,12044,166.95,8.51
45,3,780,21622,450,22854,19873,2085,8.06,6.43,7.16,3.56,12219,163.25,9.55
45,2,770,15623,648,17043,18808,1472,5.18,7.23,9.15,2.11,9768,55.92,4.49
161,4,629,18574,6162,25367,18356,1483,5.98,5.9,6.81,2.85,11304,159.96,5.55
161,1,635,13296,4640,18573,21288,4184,4.74,6.74,7.19,2.16,9900,55.12,65.98
161,5,573,19724,5701,26000,17982,1463,6.35,5.51,8.02,3.15,11480,164.82,6.06
161,3,566,19041,5369,24978,17519,1823,6.32,6.07,8.53,2.96,11164,144.15,5.71
161,2,545,17807,4801,23154,16893,1351,4.89,6.71,10.17,2.15,9803,47.36,3.47
711,4,1592,20514,977,23085,20131,1783,6.38,6.5,6.95,2.82,11100,151.61,5.55
711,1,967,15999,987,17955,24146,4983,5.41,7.18,7.55,2.31,10174,47.19,82.48
711,5,1505,21331,1102,23939,19487,1785,7.31,6.15,7.77,3.37,11418,154.95,5.89
711,3,1273,20508,860,22642,19710,1837,6.85,7.13,8.23,2.89,11039,137.58,5.78
711,2,1187,18212,1069,20470,18585,1403,5.27,7.44,10.0,2.14,9823,49.53,3.32
254,4,17412,411,925,18749,24910,3565,6.08,7.02,5.61,2.6,11241,142.09,15.42
254,1,15776,254,1077,17109,27283,8166,6.99,6.27,8.13,3.21,11787,34.37,119.26
254,5,19748,178,1252,21179,22927,3374,8.45,6.97,5.95,3.6,12113,141.47,16.94
254,3,18132,164,915,19212,23100,3496,8.17,7.93,6.94,3.16,11631,121.31,16.31
254,2,11744,525,881,13151,22686,2242,4.42,7.73,9.34,1.7,9248,52.29,10.61
234,4,16833,2467,1215,20517,28071,5979,6.39,6.7,5.08,2.89,11671,155.07,16.15
234,1,14573,2515,1440,18530,32153,11523,7.63,6.38,7.07,3.54,12002,34.63,122.21
234,5,16002,2506,1399,19909,26946,5653,7.52,6.3,5.86,3.48,11667,147.4,14.23
234,3,16205,2691,1362,20260,27520,5901,8.68,7.54,6.28,3.56,11879,128.99,17.23
234,2,10123,2243,972,13340,24342,4475,5.04,7.51,7.82,2.09,9363,52.53,15.31
112,4,801,22412,930,24144,18220,1238,5.19,5.81,5.97,2.53,11677,177.46,9.04
112,1,578,15266,1032,16877,21731,3972,4.2,6.86,5.96,1.75,9747,63.9,69.69
112,5,668,23776,1049,25495,18185,1194,6.0,5.64,6.96,2.98,12043,179.34,9.17
112,3,695,23529,910,25135,17973,1463,6.47,6.05,7.67,3.06,11925,168.5,9.32
112,2,624,19909,1059,21594,18170,1190,4.7,7.26,9.02,1.92,9825,57.59,5.39
8,4,1051,20834,840,22727,29786,24006,5.49,5.47,5.32,2.76,11245,174.68,9.12
8,1,682,13294,817,14794,31284,22609,3.74,6.67,5.29,1.55,9286,65.87,67.61
8,5,922,22844,777,24545,30773,24675,6.67,5.63,6.14,3.36,11661,173.71,9.4
8,3,893,22562,600,24057,31180,23923,7.29,5.9,6.64,3.56,11716,166.81,10.13
8,2,766,14923,757,16448,26358,14867,4.11,7.53,7.18,1.64,8964,61.98,6.07
106,4,9554,9095,1144,19795,31518,6119,5.31,6.15,5.98,2.5,11206,153.7,11.27
106,1,9000,6022,1272,16295,33085,10093,5.76,5.64,9.32,2.86,11279,31.96,114.94
106,5,8733,9413,1573,19721,30298,5388,6.19,6.72,6.41,2.78,11458,146.41,12.91
106,3,7440,8272,1070,16784,28393,4284,5.74,7.7,7.04,2.35,10569,122.32,12.43
106,2,5561,6786,862,13210,27171,3092,3.53,7.45,9.2,1.4,9001,57.56,8.94
19,4,9169,11283,598,21051,35327,13976,7.22,6.73,5.77,3.26,11389,144.93,11.25
19,1,7034,9344,1090,17471,38200,17478,7.96,7.03,7.99,3.45,11730,31.36,105.4
19,5,8124,11003,760,19889,35149,13378,7.99,7.45,6.62,3.41,11247,128.56,11.64
19,3,7393,8948,644,16986,32872,11171,7.56,8.55,6.51,2.92,10654,106.55,13.47
19,2,4717,7585,721,13025,29547,9047,5.43,8.77,8.09,2.04,9241,47.1,14.93
498,4,20405,473,1222,22102,22421,2529,6.36,7.11,4.81,2.63,12382,171.82,19.52
498,1,16526,526,1452,18506,26148,6781,5.96,6.85,6.43,2.59,11513,61.29,111.65
498,5,20440,572,1100,22114,21619,2718,6.84,6.57,5.64,3.02,12284,171.28,16.06
498,3,19187,688,998,20875,20504,2926,7.3,6.29,7.03,3.29,12394,174.57,15.59
498,2,11647,212,663,12524,16340,1732,3.19,6.73,5.97,1.27,8629,70.55,8.23
101,4,656,21287,793,22738,16529,1276,5.39,5.34,7.6,2.76,10874,145.57,5.69
101,1,480,14603,739,15824,19391,3940,4.06,5.97,7.34,1.91,9170,48.57,62.72
101,5,634,23418,874,24929,16287,1264,6.25,4.87,8.56,3.36,11574,161.33,6.1
101,3,593,22741,795,24131,15753,1522,6.36,5.28,8.89,3.26,11298,146.08,5.72
101,2,555,20655,931,22143,15498,1161,4.75,6.02,10.81,2.26,9961,45.29,3.19
5,4,19058,1397,1122,21579,27530,9156,6.6,7.17,4.61,2.84,11539,148.75,14.22
5,1,15953,1485,1074,18513,33003,14485,6.7,6.78,7.84,3.02,11445,35.16,113.77
5,5,20288,1542,1318,23150,27742,8818,8.38,7.38,5.49,3.51,12011,137.12,15.05
5,3,19686,1489,934,22111,27466,8156,8.77,8.28,6.47,3.41,11990,127.81,15.09
5,2,13999,1283,876,16160,25215,5786,5.16,8.77,8.27,1.88,9584,53.83,13.26
157,4,17640,1569,1080,20291,25305,2597,6.02,7.59,4.85,2.49,12310,180.74,17.72
157,1,13804,1286,1168,16259,27434,5797,5.66,7.57,5.64,2.32,11621,67.67,112.31
157,5,17390,1527,1195,20113,24620,2656,6.81,7.41,5.66,2.88,12290,174.66,16.56
157,3,16838,1434,703,18976,24198,2611,7.38,7.6,6.53,3.05,12470,171.97,17.43
157,2,9988,1073,675,11738,21492,1572,3.75,8.4,6.25,1.35,9267,86.96,12.94
777,4,14889,4703,2793,22387,25741,2573,6.16,7.07,5.07,2.68,12099,172.94,17.65
777,1,12106,3898,2815,18822,28419,6349,6.1,6.99,6.08,2.65,11763,56.31,117.99
777,5,14281,4485,3174,21942,25394,2588,7.06,6.94,5.8,3.1,12093,165.11,16.55
777,3,13696,4187,2645,20530,25164,2508,7.14,7.53,6.39,2.96,11919,154.18,17.34
777,2,9152,3136,2007,14297,22664,1713,4.09,8.37,6.72,1.5,9298,77.49,13.03
83,4,13722,7315,555,21594,26398,6109,4.46,5.25,4.27,2.26,12257,184.43,13.09
83,1,11595,5478,1047,18122,27036,9205,5.2,5.37,6.01,2.62,11754,63.28,112.66
83,5,13371,6981,821,21175,23898,5646,5.02,4.99,4.73,2.59,12157,176.62,14.57
83,3,11575,6146,554,18276,25438,5580,4.93,6.12,6.0,2.32,11252,152.09,10.89
83,2,7290,6175,664,14131,23144,3698,2.96,6.57,7.14,1.25,9260,81.11,7.78
350,4,2116,4905,557,7579,10592,6395,1.77,4.41,9.87,0.76,6951,37.57,1.76
350,1,816,3555,319,4692,9159,4899,1.29,3.87,6.75,0.52,5700,14.38,15.33
350,5,1310,3871,426,5610,8830,5162,1.47,4.01,8.62,0.64,6247,27.77,1.38
350,3,1558,4923,530,7013,9338,5827,1.9,4.2,9.2,0.82,6573,33.0,1.92
350,2,779,8031,786,9597,9408,9952,1.89,4.25,15.18,0.82,7762,6.54,0.51
154,4,1804,16398,989,19193,35880,29988,4.98,4.78,8.2,2.73,10706,148.13,9.56
154,1,1142,14634,1409,17187,37547,37683,5.4,4.79,11.63,2.97,11076,34.97,109.6
154,5,1496,17374,1457,20329,34668,28391,6.47,5.07,9.22,3.48,11108,139.09,11.32
154,3,1321,14993,1176,17492,32021,23375,5.88,5.96,10.07,2.87,10366,112.36,10.49
154,2,990,11014,1185,13190,28008,17449,3.54,5.79,12.33,1.67,8812,49.0,5.8
238,4,21244,1140,1368,23754,23047,4101,8.01,6.27,5.16,3.56,12324,163.04,12.37
238,1,19217,1015,1535,21769,28521,9437,8.89,6.32,6.81,4.02,13077,42.4,129.02
238,5,21207,1248,1358,23815,22481,3657,8.9,6.42,5.81,3.93,12294,156.64,10.79
238,3,20305,1115,1145,22567,22355,3194,9.16,7.14,5.98,3.81,12115,143.91,12.22
238,2,15703,873,1164,17742,20107,2463,6.12,7.18,6.9,2.5,10112,62.51,10.1
221,4,10756,8765,977,20500,22107,2405,5.15,6.6,5.22,2.4,11819,175.46,14.75
221,1,6462,7909,1169,15542,26884,5822,4.94,7.25,6.23,2.08,10457,48.42,94.37
221,5,6359,15359,1246,22966,19794,1878,6.6,6.32,6.56,3.1,11965,158.79,9.15
221,3,10907,7578,828,19315,21172,2701,6.26,6.36,6.89,2.92,12103,172.96,13.88
221,2,2572,14281,1090,17945,16610,1377,4.77,6.86,7.29,2.04,9515,49.92,4.63
115,4,950,22314,586,23851,18770,1585,4.35,6.13,6.71,1.95,11303,168.86,6.83
115,1,700,17748,809,19259,22562,4539,3.96,6.78,7.02,1.72,10220,70.1,76.59
115,5,893,25021,643,26558,18504,1677,5.36,5.63,7.99,2.58,11815,176.83,7.58
115,3,793,24292,487,25573,17263,1935,5.28,5.57,8.52,2.54,11568,173.09,7.95
115,2,789,21623,761,23174,17615,1370,4.17,6.79,9.63,1.77,10108,66.96,4.56
26,4,1569,12025,399,13994,19713,7256,2.61,4.33,10.24,1.31,9374,138.91,3.04
26,1,985,7595,598,9180,21083,7604,2.31,5.57,7.67,1.02,7836,43.9,49.5
26,5,1254,13461,460,15176,20348,7754,3.19,4.25,11.1,1.7,9839,152.72,3.61
26,3,1138,13058,636,14834,19061,7122,3.48,5.19,10.57,1.67,9268,113.56,3.19
26,2,976,9587,702,11267,17642,6277,2.38,5.19,13.57,1.05,8520,37.23,1.42
142,4,2322,15685,3135,21144,18853,2006,5.79,5.76,6.36,2.81,10643,140.37,4.64
142,1,1376,12860,2753,16992,22850,4494,5.29,7.32,7.75,2.27,9377,35.95,59.24
142,5,1830,17238,3276,22346,18909,2174,6.51,5.72,7.33,3.2,11008,143.88,4.4
142,3,2068,16256,2931,21257,19189,2266,6.62,6.64,7.83,2.93,10746,124.81,4.49
142,2,1477,14775,2956,19210,18151,1850,4.93,7.07,9.75,2.12,9493,36.3,2.51
143,4,1272,20988,1044,23305,18063,1559,4.32,6.19,7.14,1.86,10718,150.6,9.43
143,1,1007,19468,1262,21738,21148,4329,4.77,6.74,9.49,2.05,11222,48.62,110.09
143,5,1061,22302,1176,24540,18234,1624,4.9,6.14,8.56,2.19,10856,149.76,8.33
143,3,1002,20707,935,22645,17223,1704,4.77,6.46,9.02,2.06,10357,120.4,7.77
143,2,937,19453,1037,21428,16756,1550,3.79,6.89,11.2,1.55,9682,48.44,5.39
